TimestampEpoch;BusChannel;ID;IDE;DLC;DataLength;Dir;EDL;BRS;DataBytes
1627076636.134450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.134650;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.134900;1;329;0;8;8;0;0;0;80AD70120020FF14
1627076636.135700;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.135950;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.136200;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.143550;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.143800;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.144050;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.144300;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.144550;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.144800;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.145000;1;329;0;8;8;0;0;0;D9AD70120020FF14
1627076636.145250;1;316;0;8;8;0;0;0;0500000000140080
1627076636.152000;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.152250;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.152500;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.153950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.154200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.154450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.154650;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.154900;1;329;0;8;8;0;0;0;D9AD70120020FF14
1627076636.159900;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.160150;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.160450;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.163950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.164200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.164450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.164650;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.164900;1;329;0;8;8;0;0;0;D9AD70120020FF14
1627076636.168350;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.168600;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.168800;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.173950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.174200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.174450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.174700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.174950;1;329;0;8;8;0;0;0;D9AD70120020FF14
1627076636.176250;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.176500;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.176750;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.183950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.184200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.184400;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.184700;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.184950;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.185200;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.185400;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.185650;1;329;0;8;8;0;0;0;D9AD70120020FF14
1627076636.192600;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.192850;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.193100;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.193950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.194200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.194450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.194650;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.194900;1;329;0;8;8;0;0;0;D9AD70120020FF14
1627076636.201000;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.201250;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.201500;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.203950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.204200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.204450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.204700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.204950;1;329;0;8;8;0;0;0;D9AD70120020FF14
1627076636.208900;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.209150;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.209400;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.213950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.214200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.214450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.214700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.214950;1;329;0;8;8;0;0;0;D9AD70120020FF14
1627076636.217300;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.217550;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.217800;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.223950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.224200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.224450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.224700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.224950;1;329;0;8;8;0;0;0;11AD70120020FF14
1627076636.225300;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.225500;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.225750;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.233600;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.233850;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.234100;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.234350;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.234600;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.234850;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.235100;1;329;0;8;8;0;0;0;11AD70120020FF14
1627076636.235300;1;316;0;8;8;0;0;0;0500000000140080
1627076636.241600;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.241800;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.242050;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.243950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.244200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.244450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.244700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.244950;1;329;0;8;8;0;0;0;11AD70120020FF14
1627076636.249950;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.250200;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.250450;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.253950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.254200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.254450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.254700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.254900;1;329;0;8;8;0;0;0;11AD70120020FF14
1627076636.257900;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.258150;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.258400;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.263950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.264200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.264450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.264700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.264900;1;329;0;8;8;0;0;0;11AD70120020FF14
1627076636.266300;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.266550;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.266800;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.273950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.274200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.274450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.274700;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.274950;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.275200;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.275400;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.275650;1;329;0;8;8;0;0;0;11AD70120020FF14
1627076636.282600;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.282850;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.283100;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.283950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.284200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.284450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.284700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.284900;1;329;0;8;8;0;0;0;11AD70120020FF14
1627076636.290550;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.290800;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.291050;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.293950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.294200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.294450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.294700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.294900;1;329;0;8;8;0;0;0;11AD70120020FF14
1627076636.298950;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.299200;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.299450;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.303950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.304250;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.304450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.304700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.304950;1;329;0;8;8;0;0;0;40AD70120020FF14
1627076636.306900;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.307150;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.307350;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.313950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.314200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.314450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.314700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.314950;1;329;0;8;8;0;0;0;40AD70120020FF14
1627076636.315300;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.315550;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.315800;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.323200;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.323450;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.323650;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.323950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.324200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.324450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.324700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.324950;1;329;0;8;8;0;0;0;40AD70120020FF14
1627076636.331600;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.331850;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.332100;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.333950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.334250;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.334450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.334700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.334950;1;329;0;8;8;0;0;0;40AD70120020FF14
1627076636.339550;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.339800;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.340050;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.343950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.344200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.344450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.344700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.344900;1;329;0;8;8;0;0;0;40AD70120020FF14
1627076636.347950;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.348200;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.348450;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.353950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.354200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.354450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.354700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.354900;1;329;0;8;8;0;0;0;40AD70120020FF14
1627076636.355900;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.356150;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.356400;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.363950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.364200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.364450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.364700;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.364950;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.365200;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.365450;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.365650;1;329;0;8;8;0;0;0;40AD70120020FF14
1627076636.372200;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.372450;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.372700;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.373950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.374200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.374450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.374700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.374950;1;329;0;8;8;0;0;0;40AD70120020FF14
1627076636.380600;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.380850;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.381100;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.383950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.384200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.384450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.384700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.384950;1;329;0;8;8;0;0;0;80AD70120020FF14
1627076636.388500;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.388750;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.389000;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.394000;1;316;0;8;8;0;0;0;0500000000140080
1627076636.394250;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.394450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.394700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.394950;1;329;0;8;8;0;0;0;80AD70120020FF14
1627076636.396950;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.397200;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.397450;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.403950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.404200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.404450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.404700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.404950;1;329;0;8;8;0;0;0;80AD70120020FF14
1627076636.405200;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.405450;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.405700;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.413250;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.413500;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.413750;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.413950;1;329;0;8;8;0;0;0;80AD70120020FF14
1627076636.414250;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.414450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.414700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.414950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.421200;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.421450;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.421700;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.424000;1;316;0;8;8;0;0;0;0500000000140080
1627076636.424250;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.424450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.424700;1;545;0;8;8;0;0;0;9A00007A00000000
1627076636.424950;1;329;0;8;8;0;0;0;80AD70120020FF14
1627076636.429600;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.429850;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.430100;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.434000;1;316;0;8;8;0;0;0;0500000000140080
1627076636.434250;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.434500;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.434700;1;545;0;8;8;0;0;0;9A00007B00000000
1627076636.434950;1;329;0;8;8;0;0;0;80AD70120020FF14
1627076636.437550;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.437750;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.438000;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.443950;1;316;0;8;8;0;0;0;0500000000140080
1627076636.444200;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.444450;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.444700;1;545;0;8;8;0;0;0;9A00007B00000000
1627076636.444950;1;329;0;8;8;0;0;0;80AD70120020FF14
1627076636.445950;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.446200;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.446450;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.453800;1;440;0;8;8;0;0;0;00000004FF000000
1627076636.454000;1;2A0;0;8;8;0;0;0;00009600D7330000
1627076636.454300;1;260;0;8;8;0;0;0;1B00000000FF0000
1627076636.454550;1;43F;0;8;8;0;0;0;004040FF6A000000
1627076636.454750;1;370;0;8;8;0;0;0;FF00000000000000
1627076636.455000;1;545;0;8;8;0;0;0;9A00007B00000000
